DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	8q24.21	8	127505328	intergenic	CASC8 - AC104370.1	ENSG00000246228	ENSG00000286266		23189	73145	rs4242382-A	rs4242382	0	4242382	regulatory_region_variant	1	0.12	3E-19	18.5228787452803		1.66	[1.47-1.87]	Illumina [527869]	N
2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	17q12	17	37738049	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs4430796-A	rs4430796	0	4430796	intron_variant	0	0.54	1E-09	9		1.18	[1.04-1.32]	Illumina [527869]	N
2008-06-16	18204446	Harley JB	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204446	Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.	Systemic lupus erythematosus	720 European ancestry female cases, 2,337 European ancestry female controls	1,846 European ancestry female cases, 1,825 European ancestry female controls	7q32.1	7	129077852	TNPO3, IRF5	AC018639.1 - AC011005.2	ENSG00000242162	ENSG00000241102		11390	17449	rs12537284-A	rs12537284	0	12537284	intergenic_variant	1	0.13	4E-19	18.397940008672		1.54	[1.40-1.70]	Illumina [317501]	N
2008-06-16	18204446	Harley JB	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204446	Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.	Systemic lupus erythematosus	720 European ancestry female cases, 2,337 European ancestry female controls	1,846 European ancestry female cases, 1,825 European ancestry female controls	6p21.33	6	31753256	HLA region	MSH5-SAPCD1, MSH5-SAPCD1, MSH5-SAPCD1, MSH5-SAPCD1, MSH5, MSH5, MSH5, MSH5, MSH5, MSH5			ENSG00000254405, ENSG00000255152, ENSG00000266442, ENSG00000266027, ENSG00000227314, ENSG00000204410, ENSG00000230961, ENSG00000235569, ENSG00000230293, ENSG00000235222			rs3131379-A	rs3131379	0	3131379	intron_variant	0	0.1	2E-52	51.698970004336		2.36	[2.11-2.64]	Illumina [317501]	N
2008-06-16	17982456	Plenge RM	2007-11-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17982456	Two independent alleles at 6q23 associated with risk of rheumatoid arthritis.	Rheumatoid arthritis	397 European ancestry cases, 1,211 controls	1,408 cases, 2,426 controls, 875 European ancestry cases, 832 European ancestry controls	6q23.3	6	137685367	TNFAIP3, OLIG3	AL356234.2			ENSG00000230533			rs6920220-?	rs6920220	0	6920220	intron_variant	0	0.2	1E-07	7		1.22	[NR]	Affymetrix [79853]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 European ancestry individuals	18,554 European ancestry individuals	9q31.1	9	104885374	ABCA1	ABCA1			ENSG00000165029			rs3890182-A	rs3890182	0	3890182	intron_variant	0	0.13	3E-10	9.52287874528034		0.1	[0.06-0.14] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 European ancestry individuals	18,554 European ancestry individuals	16q13	16	56961324	CETP	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		16461	526	rs1800775-C	rs1800775	0	1800775	regulatory_region_variant	1	0.51	1E-73	73		0.18	[0.16-0.20] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 European ancestry individuals	18,554 European ancestry individuals	15q21.3	15	58431476	LIPC	LIPC, ALDH1A2			ENSG00000166035, ENSG00000128918			rs1800588-T	rs1800588	0	1800588	intron_variant	0	0.21	2E-32	31.698970004336		0.14	[0.12-0.16] unit increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 European ancestry individuals	18,554 European ancestry individuals	18q21.1	18	49655298	LIPG, ACAA2	SMUG1P1 - AC090227.2	ENSG00000267444	ENSG00000267674		4138	84525	rs2156552-A	rs2156552	0	2156552	intergenic_variant	1	0.18	2E-07	6.69897000433602		0.07	[0.05-0.09] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 European ancestry individuals	18,554 European ancestry individuals	8p21.3	8	19962213	LPL	LPL			ENSG00000175445			rs328-G	rs328	0	328	stop_gained	0	0.09	9E-23	22.0457574905607		0.17	[0.13-0.21] unit increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	11q23.3	11	116748357	ZNF259, APOA1, APOC3, APOA4, APOA5, BUD13	BUD13			ENSG00000137656			rs28927680-G	rs28927680	0	28927680	3_prime_UTR_variant	0	0.07	2E-17	16.698970004336		0.26	[0.20-0.32] unit increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	2p24.1	2	21009323	APOB	APOB			ENSG00000084674			rs693-A	rs693	0	693	synonymous_variant	0	0.48	2E-07	6.69897000433602		0.08	[0.04-0.12] unit increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	2p23.3	2	27518370	GCKR	GCKR			ENSG00000084734			rs780094-T	rs780094	0	780094	intron_variant	0	0.34	3E-14	13.5228787452803		0.13	[0.09-0.17] unit increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	8p21.3	8	19962213	LPL	LPL			ENSG00000175445			rs328-G	rs328	0	328	stop_gained	0	0.09	2E-28	27.698970004336		0.19	[0.15-0.23] unit decrease	Affymetrix [389878]	N
2008-06-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Freckles	2,986 individuals	3,932 individuals	11q14.3	11	89178528	TYR	TYR			ENSG00000077498			rs1042602-C	rs1042602	0	1042602	missense_variant	0	0.67	2E-11	10.698970004336		1.32	[1.17-1.49]	Illumina [317511]	N
2008-06-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Freckles	2,986 individuals	3,932 individuals	16q24.3	16	89919709	MC1R	AC092143.1, MC1R			ENSG00000198211, ENSG00000258839			rs1805007-T	rs1805007	0	1805007	missense_variant	0	0.05	1E-96	96		4.37	[3.56-5.37]	Illumina [317511]	N
2008-06-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Blond vs. brown hair color	2,986 European ancestry individuals	3,932 European ancestry individuals	16q24.3	16	89919709	MC1R	AC092143.1, MC1R			ENSG00000198211, ENSG00000258839			rs1805007-T	rs1805007	0	1805007	missense_variant	0	0.08	2E-13	12.698970004336		2.34	[1.69-3.24]	Illumina [317511]	N
2008-06-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Blond vs. brown hair color	2,986 European ancestry individuals	3,932 European ancestry individuals	15q13.1	15	28285036	OCA2	HERC2, HERC2			ENSG00000276802, ENSG00000128731			rs1667394-A	rs1667394	0	1667394	intron_variant	0	0.88	6E-35	34.2218487496164		4.94	[3.16-7.71]	Illumina [317511]	N
2009-02-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Red vs non-red hair color	2,986 individuals	3,932 individuals	16q24.3	16	89919709	MC1R	AC092143.1, MC1R			ENSG00000198211, ENSG00000258839			rs1805007-T	rs1805007	0	1805007	missense_variant	0	NR	2E-142	141.698970004336		12.47	[9.37-16.60]	Illumina [317511]	N
2008-06-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Blue vs. green eyes	2,986 individuals	3,932 individuals	11q14.3	11	89277878	TYR	TYR			ENSG00000077498			rs1393350-A	rs1393350	0	1393350	intron_variant	0	0.23	3E-12	11.5228787452803		1.52	[1.28-1.81]	Illumina [317511]	N
2008-06-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Blue vs. green eyes	2,986 individuals	3,932 individuals	15q13.1	15	28285036	OCA2	HERC2, HERC2			ENSG00000276802, ENSG00000128731			rs1667394-A	rs1667394	0	1667394	intron_variant	0	0.98	2E-53	52.698970004336		6.74	[4.61-9.83]	Illumina [317511]	N
2009-02-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Blue vs. brown eyes	2,986 individuals	3,932 individuals	15q13.1	15	28285036	OCA2	HERC2, HERC2			ENSG00000276802, ENSG00000128731			rs1667394-A	rs1667394	0	1667394	intron_variant	0	0.88	1E-241	241		29.43	[21.47-40.35]	Illumina [317511]	N
2009-02-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Skin sensitivity to sun	2,986 individuals	3,932 individuals	11q14.3	11	89277878	TYR	TYR			ENSG00000077498			rs1393350-A	rs1393350	0	1393350	intron_variant	0	0.27	2E-06	5.69897000433602		1.26	[1.11-1.43]	Illumina [317511]	N
2009-02-16	17952075	Sulem P	2007-10-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17952075	Genetic determinants of hair, eye and skin pigmentation in Europeans.	Skin sensitivity to sun	2,986 individuals	3,932 individuals	16q24.3	16	89919709	MC1R	AC092143.1, MC1R			ENSG00000198211, ENSG00000258839			rs1805007-T	rs1805007	0	1805007	missense_variant	0	0.06	2E-55	54.698970004336		2.94	[2.42-3.58]	Illumina [317511]	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	8,589 European ancestry individuals	12,981 European ancestry individuals	19p13.2	19	11091630	LDLR	LDLR			ENSG00000130164			rs6511720-G	rs6511720	0	6511720	intron_variant	0	0.9	4E-26	25.397940008672		9.17	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	8,589 European ancestry individuals	12,981 European ancestry individuals	1p32.3	1	55030366	PCSK9	BSND - PCSK9	ENSG00000162399	ENSG00000169174		13194	9182	rs11206510-T	rs11206510	0	11206510	intergenic_variant	1	0.81	4E-11	10.397940008672		3.04	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	8,589 European ancestry individuals	12,981 European ancestry individuals	19q13.32	19	44919689	APOE, APOC4, APOC1	APOC1 - APOC1P1	ENSG00000130208	ENSG00000214855		340	7115	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	3E-43	42.5228787452803		6.61	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	8,589 European ancestry individuals	12,981 European ancestry individuals	2p24.1	2	21065449	APOB	APOB - TDRD15	ENSG00000084674	ENSG00000218819		21376	58468	rs562338-G	rs562338	0	562338	intergenic_variant	1	0.82	6E-22	21.2218487496164		4.89	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	8,589 European ancestry individuals	12,981 European ancestry individuals	19p13.11	19	19547663	NCAN, CILP2	CILP2 - PBX4	ENSG00000160161	ENSG00000105717		1004	14044	rs16996148-G	rs16996148	0	16996148	intergenic_variant	1	0.89	3E-09	8.52287874528034		3.32	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	Triglycerides	8,684 European ancestry individuals	9,741 European ancestry individuals	15q21.3	15	58382496	LIPC	ALDH1A2			ENSG00000128918			rs4775041-C	rs4775041	0	4775041	intron_variant	0	0.33	2E-08	7.69897000433602		3.62	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	Triglycerides	8,684 European ancestry individuals	9,741 European ancestry individuals	11q23.3	11	116781491	APOC3, APOA4, APOA5, APOA1	ZPR1			ENSG00000109917			rs12286037-T	rs12286037	0	12286037	intron_variant	0	0.06	1E-26	26		25.82	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	Triglycerides	8,684 European ancestry individuals	9,741 European ancestry individuals	8p21.3	8	19990179	LPL	LPL - AC100802.1	ENSG00000175445	ENSG00000253775		22920	88935	rs10503669-C	rs10503669	0	10503669	intergenic_variant	1	0.9	4E-22	21.397940008672		11.57	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	Triglycerides	8,684 European ancestry individuals	9,741 European ancestry individuals	1q42.13	1	230159169	GALNT2	GALNT2			ENSG00000143641			rs2144300-C	rs2144300	0	2144300	intron_variant	0	0.4	8E-07	6.09691001300806		4.25	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2008-06-16	18084291	van Es MA	2007-12-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18084291	Genetic variation in DPP6 is associated with susceptibility to amyotrophic lateral sclerosis.	Amyotrophic lateral sclerosis	737 European ancestry cases, 721 European ancestry controls	1,030 European ancestry cases, 1,195 European ancestry controls	15q21.3	15	58454631	LIPC	ALDH1A2, LIPC, LIPC-AS1, AC084781.1			ENSG00000128918, ENSG00000166035, ENSG00000259293, ENSG00000277229			rs3825776-?	rs3825776	0	3825776	non_coding_transcript_exon_variant	0	0.29	9E-06	5.04575749056068		1.34	[1.20-1.46]	Illumina [311946]	N
2008-06-16	18084291	van Es MA	2007-12-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18084291	Genetic variation in DPP6 is associated with susceptibility to amyotrophic lateral sclerosis.	Amyotrophic lateral sclerosis	737 European ancestry cases, 721 European ancestry controls	1,030 European ancestry cases, 1,195 European ancestry controls	2p24.2	2	18359378	intergenic	KCNS3			ENSG00000170745			rs7580332-?	rs7580332	0	7580332	intron_variant	0	0.45	9E-06	5.04575749056068		1.22	[1.09-1.35]	Illumina [311946]	N
2008-09-25	18794855	Kiemeney LA	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794855	Sequence variant on 8q24 confers susceptibility to urinary bladder cancer.	Urinary bladder cancer	1,803 European ancestry cases, 34,336 European ancestry controls	2,165 European ancestry cases, 3,800 European ancestry controls	8q24.21	8	127705823	MYC, BC042052	CASC11			ENSG00000249375			rs9642880-T	rs9642880	0	9642880	intron_variant	0	0.45	9E-12	11.0457574905607		1.22	[1.15-1.29]	Illumina [302140]	N
2008-09-25	18794855	Kiemeney LA	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794855	Sequence variant on 8q24 confers susceptibility to urinary bladder cancer.	Urinary bladder cancer	1,803 European ancestry cases, 34,336 European ancestry controls	2,165 European ancestry cases, 3,800 European ancestry controls	3q28	3	189928144	TP63	TP63 - P3H2	ENSG00000073282	ENSG00000090530		30868	28584	rs710521-A	rs710521	0	710521	regulatory_region_variant	1	0.73	1E-07	7		1.19	[1.12-1.27]	Illumina [302140]	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	1p36.32	1	2622185	MMEL1, TNFRSF14	MMEL1, MMEL1			ENSG00000142606, ENSG00000277131			rs3890745-T	rs3890745	0	3890745	intron_variant	0	0.67	1E-07	7		1.12	[NR]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	7q21.2	7	92617430	CDK6	CDK6			ENSG00000105810			rs42041-G	rs42041	0	42041	intron_variant	0	0.24	4E-06	5.39794000867204		1.11	[NR]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	9p13.3	9	34710263	CCL21	CCL21 - FAM205A	ENSG00000137077	ENSG00000205108		127	12792	rs2812378-G	rs2812378	0	2812378	regulatory_region_variant	1	0.34	3E-08	7.52287874528034		1.12	[NR]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	12q13.3	12	57574932	KIF5A, PIP4K2C	KIF5A			ENSG00000155980			rs1678542-C	rs1678542	0	1678542	intron_variant	0	0.37	9E-08	7.04575749056068		1.12	[NR]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	20q13.12	20	46119308	CD40	CD40			ENSG00000101017			rs4810485-G	rs4810485	0	4810485	intron_variant	0	0.75	8E-09	8.09691001300806		1.15	[NR]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	10p15.1	10	6351298	PRKCQ	LINC02656						rs4750316-G	rs4750316	0	4750316	non_coding_transcript_exon_variant	0	0.2	4E-06	5.39794000867204		1.14	[NR]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	1p13.2	1	113761186	PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	intergenic_variant	1	0.1	6E-42	41.2218487496164		1.79	[1.65-1.94]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	6p21.32	6	32696222	HLA-DRB1	HLA-DQB1 - MTCO3P1	ENSG00000231286	ENSG00000237145		27839	9902	rs6457620-?	rs6457620	0	6457620	intergenic_variant	1	0.5	4E-186	185.397940008672		2.55	[2.40-2.71]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-09-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	6q23.3	6	137685367	TNFIP3, OLIG3	AL356234.2			ENSG00000230533			rs6920220-?	rs6920220	0	6920220	intron_variant	0	0.22	2E-09	8.69897000433602		1.24	[1.16-1.32]	Affymetrix, Illumina [at least 315971] (imputed)	N
2008-10-14	18820697	Miyagawa T	2008-09-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18820697	Variant between CPT1B and CHKB associated with susceptibility to narcolepsy.	Narcolepsy	222 Japanese ancestry cases, 389 Japanese ancestry controls	274 East Asian ancestry cases, 499 East Asian ancestry controls, 388 European ancestry cases, 397 European ancestry controls, 86 African American cases, 98 African American controls	22q13.33	22	50578924	CPT1B	CHKB-CPT1B			ENSG00000254413			rs5770917-C	rs5770917	0	5770917	intron_variant	0	0.17	6E-08	7.22184874961636		1.63	[1.37-1.95]	Affymetrix [249133]	N
2008-11-12	18836448	Franke A	2008-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18836448	Sequence variants in IL10, ARPC2 and multiple other loci contribute to ulcerative colitis susceptibility.	Ulcerative colitis	1,167 European ancestry cases, 777 European ancestry controls	1,855 European ancestry cases, 3,091 European ancestry controls	6p21.32	6	32463370	HLA-DRA, BTNL2	HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9			ENSG00000234164, ENSG00000232705, ENSG00000228260, ENSG00000196301, ENSG00000237591, ENSG00000226035			rs9268877-T	rs9268877	0	9268877	intron_variant	0	0.45	6E-18	17.2218487496164		1.45	[1.33-1.58]	Affymetrix [355262]	N
2008-11-12	18836448	Franke A	2008-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18836448	Sequence variants in IL10, ARPC2 and multiple other loci contribute to ulcerative colitis susceptibility.	Ulcerative colitis	1,167 European ancestry cases, 777 European ancestry controls	1,855 European ancestry cases, 3,091 European ancestry controls	1q32.1	1	206766559	IL10	RF00019 - IL10	ENSG00000238797	ENSG00000136634		18467	1043	rs3024505-T	rs3024505	0	3024505	regulatory_region_variant	1	0.15	1E-12	12		1.46	[1.31-1.62]	Affymetrix [355262]	N
2008-11-12	18849994	Hillmer AM	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849994	Susceptibility variants for male-pattern baldness on chromosome 20p11.	Male-pattern baldness	296 European ancestry cases, 347 European ancestry controls	319 European ancestry cases, 234 European ancestry controls	20p11.22	20	21872462	BQ013595, PAX1, BE789145	RPL41P1 - AL109807.1	ENSG00000227063	ENSG00000238034		117112	75185	rs2180439-C	rs2180439	0	2180439	intergenic_variant	1	0.43	3E-15	14.5228787452803		1.82	[1.45-2.30]	Illumina [531695]	N
2008-11-12	18849991	Richards JB	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849991	Male-pattern baldness susceptibility locus at 20p11.	Male-pattern baldness	578 European ancestry cases, 547 European ancestry controls	1,351 European ancestry cases, 2,485 European ancestry controls	20p11.22	20	22069865	PAX1	LINC01432			ENSG00000234435			rs1160312-A	rs1160312	0	1160312	intron_variant	0	0.43	1E-14	14	(males)	1.6	[1.42-1.80]	Affymetrix [370102]	N
